20160105X24817 | Accident | GAA16CA095 | 12/30/2015 | Fort Worth, TX | United States | 32.814444 | -97.364722 | FTW | FORT WORTH MEACHAM INTL | Non-Fatal | Substantial | Airplane | N2135B | PIPER | PA 28-161 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 02/08/2016 | 
20121204X82041 | Accident | ERA13LA076 | 12/02/2012 | Collegedale, TN | United States | 35.052778 | -85.008611 | FGU | COLLEGEDALE MUNI | Fatal(1) | Substantial | Airplane | N9CA | CASSUTT | SPORT RACER | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Probable Cause | 01/12/2015 | 
20121203X92118 | Accident | WPR13LA062 | 12/01/2012 | Kahului, HI | United States | 21.026111 | -156.454167 | OGG | Kahului Airport | Fatal(1) | Substantial | Airplane | N3554Y | CESSNA | 172S | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Probable Cause | 05/13/2015 | 
20121130X01711 | Accident | CEN13FA080 | 11/29/2012 | Bryans Corner, OK | United States | 36.616667 | -100.970278 |  | N/A | Non-Fatal | Substantial | Airplane | N1324G | CESSNA | 208B | No | 1 | Turbo Prop | Part 135: Air Taxi & Commuter | SCHD |  | Martinaire Aviation LLC |  |  | 1 |  | VMC | TAKEOFF | Probable Cause | 03/10/2015 | 
20121128X12341 | Accident | CEN13FA075 | 11/27/2012 | Childress, TX | United States | 34.457778 | 100.167778 |  | N/A | Fatal(1) | Substantial | Helicopter | N28MP | HUGHES | 369 | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  | 1 | 1 |  |  | VMC |  | Probable Cause | 01/27/2015 | 
20121126X24312 | Accident | WPR13FA056 | 11/26/2012 | Scio, OR | United States | 44.629167 | -122.871945 | KS30 | Lebanon State Airport | Fatal(2) | Substantial | Airplane | N424D | MCDANIEL | RV-6-CH | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | MANEUVERING | Probable Cause | 01/20/2015 | 
20121128X43813 | Accident | WPR13FA058 | 11/23/2012 | Tacna, AZ | United States | 32.338055 | -113.663611 |  | N/A | Fatal(1) | Substantial | Airplane | N5076W | PIPER | PA-28-160 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | OTHER | Probable Cause | 01/27/2015 | 
20121121X13305 | Accident | CEN13FA067 | 11/21/2012 | Hillsdale, MI | United States | 41.917223 | -84.559167 | JYM | Hillsdale Minucipal Airport | Fatal(1) | Substantial | Airplane | N40781 | PIPER | PA-28-180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Probable Cause | 05/06/2015 | 
20121119X10642 | Accident | WPR13LA045 | 11/18/2012 | Obyan, MP | United States | 15.120278 | 145.730000 | PGSN | Saipan International Airport | Fatal(1) | Substantial | Airplane | N4267R | PIPER | PA-32 | No | 1 | Reciprocating | Part 135: Air Taxi & Commuter | NSCH |  | Star Marianas Air, Inc | 1 | 5 | 1 |  | VMC | TAKEOFF | Probable Cause | 07/07/2015 | 
20121116X62231 | Accident | WPR13LA043 | 11/16/2012 | Show Low, AZ | United States | 34.218889 | -109.873889 |  | N/A | Non-Fatal | Substantial | Airplane | N800RW | CIRRUS | SR22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Probable Cause | 03/17/2015 | 
20121109X12955 | Accident | CEN13LA056 | 11/09/2012 | La Grange, TX | United States | 29.928334 | -96.946389 | 3T5 | Fayette Regl Air Center Airpor | Non-Fatal | Substantial | Airplane | N732BL | CESSNA | 210L | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  | 3 |  | VMC | DESCENT | Probable Cause | 03/10/2015 | 
20121118X34829 | Incident | CEN13IA059 | 11/09/2012 | Minneapolis, MN | United States | 44.875834 | -93.219723 | MSP | Minneapolis St Paul Intl | Incident | Minor | Airplane | N619BA | FAIRCHILD | SA227-AC | No | 2 | Turbo Prop | Part 135: Air Taxi & Commuter | SCHD |  | BEMIDJI AVIATION SERVICES INC (DBA: BEMIDJI AVIATION SERVICES INC) |  |  |  | 1 | VMC | LANDING | Probable Cause | 01/14/2015 | 
20121107X21801 | Incident | ENG13IA005 | 11/06/2012 | Atlanta, GA | United States | 33.658333 | -84.421667 |  | N/A | Incident |  | Airplane | N908DE | BOEING | MD-88 | No | 2 | Turbo Jet | Part 121: Air Carrier | SCHD |  | DELTA AIR LINES INC |  |  |  | 147 | UNK | TAKEOFF | Probable Cause | 01/13/2015 | 
20121106X01157 | Accident | CEN13FA049 | 11/06/2012 | Wichita, KS | United States | 37.614722 | -97.447777 | ICT | Wichita Mid-Continent Airport | Fatal(1) | Substantial | Airplane | N793FE | CESSNA | 208B | No | 1 | Turbo Prop | Part 135: Air Taxi & Commuter | NSCH |  | Baron Aviation Services, Incorporated | 1 |  |  |  | VMC | CLIMB | Probable Cause | 06/01/2015 | 
20121106X00543 | Accident | WPR13LA034 | 10/27/2012 | Payson, AZ | United States | 34.256667 | -111.339166 | PAN | Payson | Non-Fatal | Substantial | Airplane | N19GS | JEFFAIR | BARRACUDA | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 05/13/2015 | 
20121023X30148 | Accident | CEN13FA025 | 10/22/2012 | Houma, LA | United States | 29.560000 | -90.666111 | KHUM | Houme-Terrebonne Airport | Non-Fatal | Substantial | Helicopter | N385RH | AGUSTA SPA | AW139 | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  | 1 |  | 1 | VMC | LANDING | Probable Cause | 06/01/2015 | 
20121015X92940 | Accident | ERA13LA020 | 10/14/2012 | Winter Haven, FL | United States | 28.057778 | -81.751944 | GIF | Winter Haven's Gilbert Airport | Fatal(2) | Destroyed | Weight-Shift | N811RW | AIRBORNE WINDSPORTS PTY LTD | XT-912 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | TAKEOFF | Probable Cause | 03/10/2015 | 
20121012X13500 | Accident | CEN13FA010 | 10/11/2012 | Blanco, TX | United States | 30.051944 | -98.606667 |  | N/A | Fatal(3) | Substantial | Helicopter | N474FA | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  | 3 |  |  |  | VMC |  | Probable Cause | 09/17/2015 | 
20121005X04242 | Accident | CEN13FA003 | 10/05/2012 | Intracoastal City, LA | United States | 29.787222 | -92.158333 | 2LA0 | Central Industries Airport | Fatal(1) | Substantial | Helicopter | N406AL | BELL | 407 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  | 1 |  |  |  | IMC | TAKEOFF | Probable Cause | 03/10/2015 | 
20121001X15058 | Accident | WPR12LA441 | 09/30/2012 | Chula Vista, CA | United States | 32.633056 | -116.893055 | 0CL3 | John Nichol's Field | Non-Fatal | Substantial | Airplane | N1532W | TEAM INC | MINI-MAX | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | APPROACH | Probable Cause | 02/11/2015 | 
20121005X85658 | Accident | CEN12FA670 | 09/30/2012 | Eastland, TX | United States | 32.551389 | -98.951389 | ETN | Easton | Non-Fatal | Substantial | Helicopter | N144CF | AGUSTA SPA | A109E | No | 2 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | CareFlite (DBA: CareFlite) |  | 3 |  |  | IMC | MANEUVERING | Probable Cause | 05/13/2015 | 
20121001X14254 | Accident | WPR12LA439 | 09/28/2012 | Eugene, OR | United States | 44.008889 | 123.310000 |  | N/A | Non-Fatal | Substantial | Airplane | N95840 | CESSNA | 152 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC |  | Probable Cause | 04/16/2015 | 
20121023X13343 | Accident | CEN12LA675 | 09/26/2012 | Greeley, CO | United States | 40.437222 | -104.633056 | GXY | Greeley-Weld County Airport | Non-Fatal | Substantial | Airplane | N7133N | BEECH | E33 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | APPROACH | Probable Cause | 06/22/2015 | 
20120925X03916 | Accident | WPR12LA437 | 09/25/2012 | Elverta, CA | United States | 38.281111 | -121.483334 |  | N/A | Non-Fatal | Substantial | Airplane | N623LB | MCCLEERY | RANS S6ES | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 01/12/2015 | 
20120923X21645 | Accident | ERA12LA575 | 09/22/2012 | Fort Thomas, KY | United States | 39.057222 | -84.437222 | LUK | Cincinnati Muni-Lunken Field | Non-Fatal | Substantial | Airplane | N735FJ | CESSNA | 182Q | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | APPROACH | Probable Cause | 03/17/2015 | 
20120916X71751 | Accident | ERA12FA565 | 09/16/2012 | Brownsboro, AL | United States | 34.743889 | -86.458611 | 3M5 | Moontown | Fatal(2) | Substantial | Airplane | N2207X | YAKOVLEV | YAK 52 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC |  | Probable Cause | 01/27/2015 | 
20120917X44725 | Accident | CEN12FA638 | 09/16/2012 | Pueblo, CO | United States | 38.288889 | -104.496389 | PUB | Pueblo Memorial Airport | Fatal(1) | Substantial | Airplane | N966G | MCHENRY GEORGE B JR | KR2S | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Probable Cause | 02/04/2015 | 
20120915X23852 | Accident | WPR12FA421 | 09/14/2012 | Reno, NV | United States | 39.668056 | -119.548611 | RTS | Reno Stead | Non-Fatal | Substantial | Airplane | N158CF | FREDERICK | F 1 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Air Race/Show |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 02/04/2015 | 
20120917X45348 | Accident | CEN12FA639 | 09/13/2012 | Teddys Peak, CO | United States | 37.337500 | -105.166945 |  | N/A | Fatal(2) | Substantial | Airplane | N58119 | MOONEY | M20J | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | CLIMB | Probable Cause | 01/20/2015 | 
20120909X00817 | Accident | WPR12LA408 | 09/09/2012 | Grand Canyon, AZ | United States | 35.801944 | -112.068056 | GCN | Grand Canyon National Park | Non-Fatal | Substantial | Helicopter | N5745Y | BELL HELICOPTER TEXTRON | 206L-1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Flight Test |  |  |  |  | 2 | VMC |  | Probable Cause | 12/14/2015 | 
20120908X82232 | Accident | WPR12LA407 | 09/08/2012 | Borrego Springs, CA | United States | 33.260556 | -116.324445 | L08 | Borrego Valley Airport | Fatal(1) | Substantial | Airplane | N21MX | MOORE EDWARD R | MXS | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC |  | Probable Cause | 02/23/2015 | 
20121015X52420 | Accident | CEN12LA672 | 09/07/2012 | Horseshoe Bay, TX | United States | 31.627223 | -98.358611 | DZB | Horseshoe Bay Resort Airport | Non-Fatal | Substantial | Airplane | N850ZM | SOCATA | TBM 700 | No | 1 | Turbo Prop | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | LANDING | Probable Cause | 03/10/2015 | 
20120905X22842 | Accident | WPR12LA396 | 08/31/2012 | Oceano, CA | United States | 35.100833 | -120.620000 | L52 | OCEANO COUNTY | Non-Fatal | Substantial | Airplane | N4454D | BEECH | G35 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | DESCENT | Probable Cause | 08/25/2015 | 
20120901X25234 | Accident | WPR12LA383 | 08/31/2012 | Olympia, WA | United States | 46.969445 | -122.902500 | OLM | Olympia Regional | Non-Fatal | Substantial | Airplane | N300ZX | CESSNA | 177RG | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 02/11/2015 | 
20120825X91616 | Accident | WPR12LA367 | 08/25/2012 | Pacoima, CA | United States | 35.264722 | -118.421111 | WHP | Whiteman Airport | Non-Fatal | Substantial | Airplane | N9409E | AERONCA | 11AC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 |  |  | VMC | APPROACH | Probable Cause | 05/13/2015 | 
20120823X20225 | Accident | WPR12LA366 | 08/23/2012 | Scappoose, OR | United States | 45.769167 | -122.856944 | SPB | Scappoose Industrial Airpark | Non-Fatal | Substantial | Airplane | N222BP | PIPER | PA-30 B | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 03/26/2015 | 
20120904X61553 | Accident | CEN12CA599 | 08/17/2012 | Rockford, IL | United States | 42.195277 | -89.097222 |  |  | Non-Fatal | Substantial | Airplane | N152BA | CESSNA | 152 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 09/01/2015 | 
20120816X64012 | Accident | CEN12TA550 | 08/16/2012 | Columbus, OH | United States | 39.950000 | 82.983334 |  | N/A | Non-Fatal | Substantial | Helicopter | N551CP | MD HELICOPTER | 369 | No | 1 | Turbo Shaft | Public Use |  | Public Aircraft - Local |  |  |  |  | 2 | VMC | CLIMB | Probable Cause | 02/04/2015 | 
20120820X02558 | Incident | CEN12IA554 | 08/15/2012 | Des Moines, IA | United States | 41.533889 | -93.663056 | DSM | Des Moines International | Incident | Minor | Airplane | N108EK | CESSNA | 560XL | No | 2 | Turbo Fan | Part 91: General Aviation |  | Executive/Corporate |  |  |  |  | 8 | VMC |  | Probable Cause | 02/23/2015 | 
20120813X04206 | Accident | ERA12LA500 | 08/11/2012 | Effingham, SC | United States | 34.104722 | -79.732778 |  | N/A | Non-Fatal | Substantial | Airplane | N11JK | BEECH | V35B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | IMC | MANEUVERING | Probable Cause | 07/07/2015 | 
20120811X63955 | Accident | WPR12FA349 | 08/10/2012 | Santa Monica, CA | United States | 34.045833 | -118.431945 | SMO | Santa Monica Airport | Fatal(1) | Substantial | Airplane | N41KA | CESSNA | P210N | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | DESCENT | Probable Cause | 01/27/2015 | 
20120802X94619 | Accident | ERA12LA493 | 08/01/2012 | Middletown, DE | United States | 39.442222 | -75.731389 | None | Parking Lot | Non-Fatal | Substantial | Helicopter | N126GW | SIKORSKY | S-58JT | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 08/11/2015 | 
20120728X22222 | Incident | DCA12IA114 | 07/28/2012 | Charleston, SC | United States | 32.898611 | -80.040555 | KCHS | Charelston AFB / International | Incident | Minor | Airplane | VT-ANJ | BOEING | 787 | No |  | Turbo Fan | Part 91: General Aviation |  | Flight Test |  |  |  |  | 5 | VMC | TAXI | Probable Cause | 09/08/2015 | 
20120725X10029 | Accident | WPR12LA324 | 07/20/2012 | Medford, OR | United States | 42.374167 | -122.873611 | MFR | Rogue Valley Intl-Medford | Non-Fatal | Substantial | Airplane | N7122T | HAWKER BEECHCRAFT | G58 | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 03/17/2015 | 
20120716X64803 | Accident | WPR12LA306 | 07/16/2012 | Rockford, ID | United States | 43.189444 | -112.531667 | 2U4 | Rockford Municipal Airport | Non-Fatal | Substantial | Airplane | N5204K | CESSNA | 172N | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Probable Cause | 06/22/2015 | 
20120723X73701 | Accident | WPR12LA321 | 07/14/2012 | Novato, CA | United States | 38.143611 | -122.555833 | DVO | Gnoss Field Airport | Non-Fatal | Substantial | Airplane | N404JT | LOFLIN | RV-7A | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 11/05/2015 | 
20120711X85316 | Accident | WPR12LA302 | 07/11/2012 | Winslow, AZ | United States | 35.032223 | -110.730000 | INW | WINSLOW-LINDBERGH RGNL | Fatal(1) | Substantial | Airplane | N718JT | BUNCH | COZY-CANARDIII | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 | 1 |  |  | VMC | TAKEOFF | Probable Cause | 01/12/2015 | 
20120802X51100 | Accident | CEN12LA508 | 07/10/2012 | South Wayne, WI | United States | 42.566667 | -90.116667 | EFT | Monroe Municipal Airport | Non-Fatal | Substantial | Airplane | N12504 | CESSNA | 172M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  | 1 | VMC | MANEUVERING | Probable Cause | 03/10/2015 | 
20120707X20106 | Accident | CEN12FA421 | 07/07/2012 | Karnack, TX | United States | 32.661944 | -94.219723 |  |  | Fatal(1) | Destroyed | Airplane | N987GM | BEECH | E90 | No | 2 | Turbo Prop | Part 91: General Aviation |  | Positioning |  | 1 |  |  |  | VMC | MANEUVERING | Probable Cause | 10/27/2015 | 
20120618X85849 | Accident | WPR12LA267 | 06/17/2012 | Scottsdale, AZ | United States | 33.670556 | -111.670834 | SDL | Scottsdale Airport | Non-Fatal | Substantial | Helicopter | N808WH | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 1 | 2 | VMC |  | Probable Cause | 06/09/2015 | 
20120621X34639 | Incident | DCA12IA096 | 06/17/2012 | Las Vegas, NV | United States | 36.080000 | -115.152222 | LAS | Las Vegas McCarran Internation | Incident |  | Airplane | N552JB | AIRBUS | A320 | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | JETBLUE AIRWAYS CORPORATION (DBA: JetBlue Airways) |  |  |  | 154 | VMC | TAKEOFF | Probable Cause | 03/25/2015 | 
20120611X14110 | Accident | WPR12LA256 | 06/11/2012 | Riverton, WY | United States | 43.050000 | -108.450000 | RIW | Riverton Regional | Non-Fatal | Substantial | Airplane | N70WY | AYRES | S2R-G6 | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | CRUISE | Probable Cause | 10/19/2015 | 
20120612X01249 | Accident | DCA12CA088 | 06/10/2012 | Minneapolis, MN | United States | 44.875834 | -93.219723 |  | N/A | Non-Fatal |  | Airplane | N352NW | AIRBUS INDUSTRIE | A320-212 | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | DELTA AIR LINES INC |  | 1 |  | 149 | IMC | APPROACH | Probable Cause | 09/01/2015 | 
20120607X23516 | Accident | CEN12LA345 | 06/07/2012 | Aspen, CO | United States | 39.220556 | -106.867778 | ASE | Aspen-Pitkin County Airport | Non-Fatal | Substantial | Airplane | N500SW | LEARJET INC | 60 | No | 2 | Turbo Fan | Part 91: General Aviation |  | Personal |  |  |  |  | 8 | VMC | LANDING | Probable Cause | 07/13/2015 | 
20120605X34541 | Accident | WPR12LA246 | 05/27/2012 | Santa Ynez, CA | United States | 34.598333 | -120.082223 | IZA | Santa Ynez | Non-Fatal | Substantial | Airplane | N8234M | BEECH | B36TC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 04/28/2015 | 
20120522X10407 | Accident | WPR12FA222 | 05/21/2012 | Glendale, CA | United States | 34.239444 | -118.368056 |  | N/A | Non-Fatal | Substantial | Airplane | N732JL | CESSNA | P210N | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | DESCENT | Probable Cause | 01/20/2015 | 
20120519X31312 | Accident | CEN12LA307 | 05/19/2012 | Checotah, OK | United States | 35.472500 | -95.573334 | NONE | Private Airstrip | Fatal(1) | Substantial | Airplane | N158TX | DIAL DAVID L | TITAN TORNADO II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | TAKEOFF | Probable Cause | 03/10/2015 | 
20120518X70641 | Accident | WPR12FA216 | 05/18/2012 | Boulder City, NV | United States | 35.954167 | -114.881945 | BVU | Boulder City Municipal Airport | Fatal(2) | Substantial | Airplane | N39WT | AERO VODOCHODY | L-39 | No | 1 | Turbo Fan | Part 91: General Aviation |  | Business |  | 2 |  |  |  | VMC | UNKNOWN | Probable Cause | 02/04/2015 | 
20120517X04631 | Accident | WPR12LA214 | 05/17/2012 | Cedar Fort, UT | United States | 40.357222 | -112.017778 | UT10 | Cedar Valley Airport | Non-Fatal | Substantial | Airplane | N9173T | MARLEY | KOLB FIRESTAR II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Probable Cause | 07/07/2015 | 
